phi theta ratio
237.50 69.00 0.956888
237.50 71.00 0.944136
237.50 73.00 0.928056
237.50 75.00 0.908864
237.50 77.00 0.876935
237.50 79.00 0.838207
237.50 81.00 0.778493
237.50 83.00 0.695883
237.50 85.00 0.582684
237.50 87.00 0.426283
237.50 89.00 0.219732
242.50 1.00  1.000000
242.50 3.00  1.000000
242.50 5.00  1.000000
242.50 7.00  1.000000
242.50 9.00  1.000000
242.50 11.00 0.999992
242.50 13.00 0.999960
242.50 15.00 0.999888
242.50 17.00 0.999911
242.50 19.00 0.999796
242.50 21.00 0.999678
242.50 23.00 0.999606
242.50 25.00 0.999506
242.50 27.00 0.999203
242.50 29.00 0.999109
242.50 31.00 0.998759
242.50 33.00 0.998529
242.50 35.00 0.998212
242.50 37.00 0.998157
242.50 39.00 0.997542
242.50 41.00 0.997032
242.50 43.00 0.996486
242.50 45.00 0.996041
242.50 47.00 0.994807
242.50 49.00 0.994161
242.50 51.00 0.993162
242.50 53.00 0.992067
242.50 55.00 0.989856
242.50 57.00 0.988032
242.50 59.00 0.985453
242.50 61.00 0.981478
242.50 63.00 0.978795
242.50 65.00 0.972836
242.50 67.00 0.965723
242.50 69.00 0.957809
242.50 71.00 0.946170
242.50 73.00 0.930611
242.50 75.00 0.908106
242.50 77.00 0.882619
242.50 79.00 0.835541
242.50 81.00 0.780597
242.50 83.00 0.701132
242.50 85.00 0.586230
242.50 87.00 0.426173
242.50 89.00 0.220698
247.50 1.00  1.000000
247.50 3.00  1.000000
247.50 5.00  1.000000
247.50 7.00  1.000000
247.50 9.00  1.000000
247.50 11.00 0.999961
247.50 13.00 0.999960
247.50 15.00 0.999936
247.50 17.00 0.999831
247.50 19.00 0.999837
247.50 21.00 0.999620
247.50 23.00 0.999589
247.50 25.00 0.999387
247.50 27.00 0.999195
247.50 29.00 0.999065
247.50 31.00 0.998920
247.50 33.00 0.998529
247.50 35.00 0.998354
247.50 37.00 0.997984
247.50 39.00 0.997661
247.50 41.00 0.997297
247.50 43.00 0.996665
247.50 45.00 0.995976
247.50 47.00 0.995425
247.50 49.00 0.994592
247.50 51.00 0.993262
247.50 53.00 0.991918
247.50 55.00 0.990650
247.50 57.00 0.988368
247.50 59.00 0.985867
247.50 61.00 0.982549
247.50 63.00 0.977886
247.50 65.00 0.974846
247.50 67.00 0.968038
247.50 69.00 0.960130
247.50 71.00 0.945845
247.50 73.00 0.930942
247.50 75.00 0.912147
247.50 77.00 0.880837
247.50 79.00 0.839288
247.50 81.00 0.782976
247.50 83.00 0.700588
247.50 85.00 0.587150
247.50 87.00 0.426518
247.50 89.00 0.219316
252.50 1.00  1.000000
252.50 3.00  1.000000
252.50 5.00  1.000000
252.50 7.00  1.000000
252.50 9.00  1.000000
252.50 11.00 0.999984
252.50 13.00 0.999976
252.50 15.00 0.999928
252.50 17.00 0.999822
252.50 19.00 0.999853
252.50 21.00 0.999628
252.50 23.00 0.999614
252.50 25.00 0.999464
252.50 27.00 0.999325
252.50 29.00 0.999233
252.50 31.00 0.998858
252.50 33.00 0.998585
252.50 35.00 0.998410
252.50 37.00 0.998186
252.50 39.00 0.997770
252.50 41.00 0.997338
252.50 43.00 0.996644
252.50 45.00 0.995934
252.50 47.00 0.995302
252.50 49.00 0.994524
252.50 51.00 0.993796
252.50 53.00 0.992285
252.50 55.00 0.990761
252.50 57.00 0.988955
252.50 59.00 0.986747
252.50 61.00 0.983293
252.50 63.00 0.979743
252.50 65.00 0.975552
252.50 67.00 0.966711
252.50 69.00 0.959731
252.50 71.00 0.950358
252.50 73.00 0.934139
252.50 75.00 0.913094
252.50 77.00 0.882289
252.50 79.00 0.845821
252.50 81.00 0.786442
252.50 83.00 0.704351
252.50 85.00 0.588538
252.50 87.00 0.432512
252.50 89.00 0.217787
257.50 1.00  1.000000
257.50 3.00  1.000000
257.50 5.00  1.000000
257.50 7.00  0.999992
257.50 9.00  0.999992
257.50 11.00 0.999976
257.50 13.00 0.999960
257.50 15.00 0.999880
257.50 17.00 0.999855
257.50 19.00 0.999837
257.50 21.00 0.999736
257.50 23.00 0.999606
257.50 25.00 0.999404
257.50 27.00 0.999377
257.50 29.00 0.999215
257.50 31.00 0.999002
257.50 33.00 0.998851
257.50 35.00 0.998420
257.50 37.00 0.998129
257.50 39.00 0.997820
257.50 41.00 0.997725
257.50 43.00 0.996939
257.50 45.00 0.996302
257.50 47.00 0.995493
257.50 49.00 0.995258
257.50 51.00 0.994196
257.50 53.00 0.992644
257.50 55.00 0.991237
257.50 57.00 0.989706
257.50 59.00 0.987744
257.50 61.00 0.984517
257.50 63.00 0.980158
257.50 65.00 0.975654
257.50 67.00 0.970711
257.50 69.00 0.962606
257.50 71.00 0.951994
257.50 73.00 0.934499
257.50 75.00 0.916150
257.50 77.00 0.886674
257.50 79.00 0.845105
257.50 81.00 0.789543
257.50 83.00 0.713661
257.50 85.00 0.595088
257.50 87.00 0.432403
257.50 89.00 0.218226
262.50 1.00  1.000000
262.50 3.00  1.000000
262.50 5.00  1.000000
262.50 7.00  1.000000
262.50 9.00  1.000000
262.50 11.00 0.999984
262.50 13.00 0.999968
262.50 15.00 0.999928
262.50 17.00 0.999863
262.50 19.00 0.999861
262.50 21.00 0.999694
262.50 23.00 0.999707
262.50 25.00 0.999566
262.50 27.00 0.999420
262.50 29.00 0.999207
262.50 31.00 0.999038
262.50 33.00 0.998961
262.50 35.00 0.998673
262.50 37.00 0.998322
262.50 39.00 0.998127
262.50 41.00 0.997705
262.50 43.00 0.996897
262.50 45.00 0.996845
262.50 47.00 0.995586
262.50 49.00 0.995132
262.50 51.00 0.993811
262.50 53.00 0.992555
262.50 55.00 0.991505
262.50 57.00 0.989699
262.50 59.00 0.987985
262.50 61.00 0.985713
262.50 63.00 0.980527
262.50 65.00 0.976757
262.50 67.00 0.971513
262.50 69.00 0.962999
262.50 71.00 0.953635
262.50 73.00 0.938323
262.50 75.00 0.918663
262.50 77.00 0.889818
262.50 79.00 0.843249
262.50 81.00 0.798437
262.50 83.00 0.715064
262.50 85.00 0.596302
262.50 87.00 0.436565
262.50 89.00 0.217067
267.50 1.00  1.000000
267.50 3.00  1.000000
267.50 5.00  1.000000
267.50 7.00  1.000000
267.50 9.00  0.999992
267.50 11.00 0.999992
267.50 13.00 0.999976
267.50 15.00 0.999968
267.50 17.00 0.999927
267.50 19.00 0.999910
267.50 21.00 0.999818
267.50 23.00 0.999656
267.50 25.00 0.999515
267.50 27.00 0.999662
267.50 29.00 0.999462
267.50 31.00 0.999191
267.50 33.00 0.998943
267.50 35.00 0.998711
267.50 37.00 0.998341
267.50 39.00 0.998187
267.50 41.00 0.997624
267.50 43.00 0.997202
267.50 45.00 0.997074
267.50 47.00 0.996147
267.50 49.00 0.995156
267.50 51.00 0.994504
267.50 53.00 0.993155
267.50 55.00 0.991958
267.50 57.00 0.990743
267.50 59.00 0.988646
267.50 61.00 0.985703
267.50 63.00 0.981711
267.50 65.00 0.978263
267.50 67.00 0.970674
267.50 69.00 0.963505
267.50 71.00 0.953000
267.50 73.00 0.940176
267.50 75.00 0.917865
267.50 77.00 0.891475
267.50 79.00 0.847792
267.50 81.00 0.795779
267.50 83.00 0.711842
267.50 85.00 0.603545
267.50 87.00 0.440002
267.50 89.00 0.215497
272.50 1.00  1.000000
272.50 3.00  1.000000
272.50 5.00  1.000000
272.50 7.00  1.000000
272.50 9.00  1.000000
272.50 11.00 0.999976
272.50 13.00 0.999960
272.50 15.00 0.999960
272.50 17.00 0.999960
272.50 19.00 0.999821
272.50 21.00 0.999810
272.50 23.00 0.999732
272.50 25.00 0.999660
272.50 27.00 0.999533
272.50 29.00 0.999392
272.50 31.00 0.999236
272.50 33.00 0.998980
272.50 35.00 0.998881
272.50 37.00 0.998717
272.50 39.00 0.998395
272.50 41.00 0.997736
272.50 43.00 0.997654
272.50 45.00 0.996999
272.50 47.00 0.996316
272.50 49.00 0.995565
272.50 51.00 0.995266
272.50 53.00 0.994000
272.50 55.00 0.992781
272.50 57.00 0.990369
272.50 59.00 0.988648
272.50 61.00 0.986279
272.50 63.00 0.982917
272.50 65.00 0.978971
272.50 67.00 0.973546
272.50 69.00 0.966221
272.50 71.00 0.957332
272.50 73.00 0.941399
272.50 75.00 0.923533
272.50 77.00 0.892730
272.50 79.00 0.855243
272.50 81.00 0.791446
272.50 83.00 0.716366
272.50 85.00 0.606045
272.50 87.00 0.440907
272.50 89.00 0.218840
277.50 1.00  1.000000
277.50 3.00  1.000000
277.50 5.00  1.000000
277.50 7.00  1.000000
277.50 9.00  0.999992
277.50 11.00 0.999976
277.50 13.00 0.999945
277.50 15.00 0.999936
277.50 17.00 0.999911
277.50 19.00 0.999829
277.50 21.00 0.999810
277.50 23.00 0.999682
277.50 25.00 0.999634
277.50 27.00 0.999576
277.50 29.00 0.999462
277.50 31.00 0.999245
277.50 33.00 0.999054
277.50 35.00 0.998768
277.50 37.00 0.998631
277.50 39.00 0.998355
277.50 41.00 0.997940
277.50 43.00 0.997622
277.50 45.00 0.997173
277.50 47.00 0.996699
277.50 49.00 0.995729
277.50 51.00 0.995160
277.50 53.00 0.994445
277.50 55.00 0.993050
277.50 57.00 0.992013
277.50 59.00 0.989652
277.50 61.00 0.987200
277.50 63.00 0.984550
277.50 65.00 0.980571
277.50 67.00 0.974847
277.50 69.00 0.966312
277.50 71.00 0.957631
277.50 73.00 0.944623
277.50 75.00 0.922927
277.50 77.00 0.896383
277.50 79.00 0.858467
277.50 81.00 0.800469
277.50 83.00 0.728351
277.50 85.00 0.608795
277.50 87.00 0.445039
277.50 89.00 0.222861
282.50 1.00  1.000000
282.50 3.00  1.000000
282.50 5.00  1.000000
282.50 7.00  1.000000
282.50 9.00  1.000000
282.50 11.00 1.000000
282.50 13.00 0.999984
282.50 15.00 0.999968
282.50 17.00 0.999944
282.50 19.00 0.999878
282.50 21.00 0.999826
282.50 23.00 0.999765
282.50 25.00 0.999685
282.50 27.00 0.999507
282.50 29.00 0.999445
282.50 31.00 0.999263
282.50 33.00 0.999201
282.50 35.00 0.998947
282.50 37.00 0.998612
282.50 39.00 0.998198
282.50 41.00 0.998093
282.50 43.00 0.997686
282.50 45.00 0.997314
282.50 47.00 0.997092
282.50 49.00 0.996091
282.50 51.00 0.995611
282.50 53.00 0.994624
282.50 55.00 0.993380
282.50 57.00 0.991750
282.50 59.00 0.990285
282.50 61.00 0.988490
282.50 63.00 0.985556
282.50 65.00 0.981001
282.50 67.00 0.975699
282.50 69.00 0.969081
282.50 71.00 0.958730
282.50 73.00 0.943266
282.50 75.00 0.924490
282.50 77.00 0.898054
282.50 79.00 0.858052
282.50 81.00 0.802149
282.50 83.00 0.726699
282.50 85.00 0.610888
282.50 87.00 0.450327
282.50 89.00 0.227067
287.50 1.00  1.000000
287.50 3.00  1.000000
287.50 5.00  1.000000
287.50 7.00  1.000000
287.50 9.00  1.000000
287.50 11.00 1.000000
287.50 13.00 0.999968
287.50 15.00 0.999960
287.50 17.00 0.999960
287.50 19.00 0.999894
287.50 21.00 0.999835
287.50 23.00 0.999816
287.50 25.00 0.999702
287.50 27.00 0.999628
287.50 29.00 0.999551
287.50 31.00 0.999380
287.50 33.00 0.999329
287.50 35.00 0.999013
287.50 37.00 0.998872
287.50 39.00 0.998544
287.50 41.00 0.998226
287.50 43.00 0.998033
287.50 45.00 0.997337
287.50 47.00 0.997150
287.50 49.00 0.996523
287.50 51.00 0.995526
287.50 53.00 0.994753
287.50 55.00 0.993620
287.50 57.00 0.992755
287.50 59.00 0.990756
287.50 61.00 0.988634
287.50 63.00 0.985690
287.50 65.00 0.982328
287.50 67.00 0.976467
287.50 69.00 0.969278
287.50 71.00 0.961433
287.50 73.00 0.946740
287.50 75.00 0.926685
287.50 77.00 0.903853
287.50 79.00 0.863393
287.50 81.00 0.804979
287.50 83.00 0.727052
287.50 85.00 0.612856
287.50 87.00 0.452704
287.50 89.00 0.230178
292.50 1.00  1.000000
292.50 3.00  1.000000
292.50 5.00  1.000000
292.50 7.00  1.000000
292.50 9.00  0.999992
292.50 11.00 1.000000
292.50 13.00 0.999992
292.50 15.00 0.999960
292.50 17.00 0.999960
292.50 19.00 0.999902
292.50 21.00 0.999876
292.50 23.00 0.999832
292.50 25.00 0.999813
292.50 27.00 0.999706
292.50 29.00 0.999551
292.50 31.00 0.999416
292.50 33.00 0.999283
292.50 35.00 0.999125
292.50 37.00 0.998862
292.50 39.00 0.998623
292.50 41.00 0.998460
292.50 43.00 0.998327
292.50 45.00 0.997825
292.50 47.00 0.997273
292.50 49.00 0.996349
292.50 51.00 0.996219
292.50 53.00 0.995236
292.50 55.00 0.994511
292.50 57.00 0.993120
292.50 59.00 0.991376
292.50 61.00 0.989614
292.50 63.00 0.986290
292.50 65.00 0.982979
292.50 67.00 0.977174
292.50 69.00 0.970947
292.50 71.00 0.962420
292.50 73.00 0.948503
292.50 75.00 0.931793
292.50 77.00 0.902733
292.50 79.00 0.863720
292.50 81.00 0.806817
292.50 83.00 0.729334
292.50 85.00 0.616688
292.50 87.00 0.456691
292.50 89.00 0.237678
297.50 1.00  1.000000
297.50 3.00  1.000000
297.50 5.00  1.000000
297.50 7.00  1.000000
297.50 9.00  1.000000
297.50 11.00 0.999984
297.50 13.00 0.999984
297.50 15.00 0.999984
297.50 17.00 0.999984
297.50 19.00 0.999902
297.50 21.00 0.999851
297.50 23.00 0.999832
297.50 25.00 0.999847
297.50 27.00 0.999766
297.50 29.00 0.999780
297.50 31.00 0.999551
297.50 33.00 0.999394
297.50 35.00 0.999126
297.50 37.00 0.998910
297.50 39.00 0.998871
297.50 41.00 0.998583
297.50 43.00 0.998443
297.50 45.00 0.998086
297.50 47.00 0.997375
297.50 49.00 0.996922
297.50 51.00 0.996232
297.50 53.00 0.995491
297.50 55.00 0.994912
297.50 57.00 0.993693
297.50 59.00 0.992070
297.50 61.00 0.989776
297.50 63.00 0.987520
297.50 65.00 0.983694
297.50 67.00 0.980214
297.50 69.00 0.971649
297.50 71.00 0.961828
297.50 73.00 0.949380
297.50 75.00 0.930378
297.50 77.00 0.904070
297.50 79.00 0.864249
297.50 81.00 0.808948
297.50 83.00 0.730452
297.50 85.00 0.616042
297.50 87.00 0.456969
297.50 89.00 0.244899
302.50 1.00  1.000000
302.50 3.00  1.000000
302.50 5.00  1.000000
302.50 7.00  1.000000
302.50 9.00  1.000000
302.50 11.00 1.000000
302.50 13.00 0.999984
302.50 15.00 0.999976
302.50 17.00 0.999992
302.50 19.00 0.999951
302.50 21.00 0.999893
302.50 23.00 0.999866
302.50 25.00 0.999855
302.50 27.00 0.999801
302.50 29.00 0.999700
302.50 31.00 0.999631
302.50 33.00 0.999504
302.50 35.00 0.999342
302.50 37.00 0.999007
302.50 39.00 0.998881
302.50 41.00 0.998736
302.50 43.00 0.998370
302.50 45.00 0.998270
302.50 47.00 0.997589
302.50 49.00 0.997319
302.50 51.00 0.996889
302.50 53.00 0.995631
302.50 55.00 0.994872
302.50 57.00 0.993751
302.50 59.00 0.992265
302.50 61.00 0.990287
302.50 63.00 0.987026
302.50 65.00 0.984472
302.50 67.00 0.978696
302.50 69.00 0.974151
302.50 71.00 0.963317
302.50 73.00 0.949526
302.50 75.00 0.931729
302.50 77.00 0.905200
302.50 79.00 0.869478
302.50 81.00 0.811299
302.50 83.00 0.729806
302.50 85.00 0.621272
302.50 87.00 0.460455
302.50 89.00 0.245939
307.50 1.00  1.000000
307.50 3.00  1.000000
307.50 5.00  1.000000
307.50 7.00  1.000000
307.50 9.00  1.000000
307.50 11.00 1.000000
307.50 13.00 0.999992
307.50 15.00 0.999992
307.50 17.00 0.999984
307.50 19.00 0.999935
307.50 21.00 0.999893
307.50 23.00 0.999858
307.50 25.00 0.999847
307.50 27.00 0.999740
307.50 29.00 0.999674
307.50 31.00 0.999604
307.50 33.00 0.999431
307.50 35.00 0.999361
307.50 37.00 0.999161
307.50 39.00 0.998980
307.50 41.00 0.998665
307.50 43.00 0.998643
307.50 45.00 0.998162
307.50 47.00 0.997927
307.50 49.00 0.997377
307.50 51.00 0.996732
307.50 53.00 0.996152
307.50 55.00 0.994967
307.50 57.00 0.993794
307.50 59.00 0.993044
307.50 61.00 0.990201
307.50 63.00 0.987888
307.50 65.00 0.984729
307.50 67.00 0.979887
307.50 69.00 0.973436
307.50 71.00 0.964291
307.50 73.00 0.951596
307.50 75.00 0.933694
307.50 77.00 0.904598
307.50 79.00 0.867975
307.50 81.00 0.811136
307.50 83.00 0.734206
307.50 85.00 0.617886
307.50 87.00 0.463905
307.50 89.00 0.246420
312.50 1.00  1.000000
312.50 3.00  1.000000
312.50 5.00  1.000000
312.50 7.00  1.000000
312.50 9.00  1.000000
312.50 11.00 1.000000
312.50 13.00 0.999976
312.50 15.00 0.999968
312.50 17.00 0.999984
312.50 19.00 0.999943
312.50 21.00 0.999926
312.50 23.00 0.999832
312.50 25.00 0.999872
312.50 27.00 0.999801
312.50 29.00 0.999753
312.50 31.00 0.999605
312.50 33.00 0.999532
312.50 35.00 0.999408
312.50 37.00 0.999248
312.50 39.00 0.998990
312.50 41.00 0.998777
312.50 43.00 0.998570
312.50 45.00 0.998391
312.50 47.00 0.997916
312.50 49.00 0.997460
312.50 51.00 0.996866
312.50 53.00 0.996063
312.50 55.00 0.995367
312.50 57.00 0.994173
312.50 59.00 0.992707
312.50 61.00 0.991291
312.50 63.00 0.988587
312.50 65.00 0.985101
312.50 67.00 0.980342
312.50 69.00 0.975292
312.50 71.00 0.964445
312.50 73.00 0.952395
312.50 75.00 0.932600
312.50 77.00 0.904734
312.50 79.00 0.867139
312.50 81.00 0.815876
312.50 83.00 0.737162
312.50 85.00 0.618736
312.50 87.00 0.457881
312.50 89.00 0.247082
317.50 1.00  1.000000
317.50 3.00  1.000000
317.50 5.00  1.000000
317.50 7.00  1.000000
317.50 9.00  0.999992
317.50 11.00 1.000000
317.50 13.00 1.000000
317.50 15.00 0.999984
317.50 17.00 0.999976
317.50 19.00 0.999976
317.50 21.00 0.999909
317.50 23.00 0.999841
317.50 25.00 0.999872
317.50 27.00 0.999844
317.50 29.00 0.999727
317.50 31.00 0.999605
317.50 33.00 0.999513
317.50 35.00 0.999445
317.50 37.00 0.999316
317.50 39.00 0.999158
317.50 41.00 0.998929
317.50 43.00 0.998685
317.50 45.00 0.998304
317.50 47.00 0.997983
317.50 49.00 0.997717
317.50 51.00 0.997012
317.50 53.00 0.996394
317.50 55.00 0.995327
317.50 57.00 0.994312
317.50 59.00 0.992706
317.50 61.00 0.991183
317.50 63.00 0.989052
317.50 65.00 0.984082
317.50 67.00 0.980992
317.50 69.00 0.973235
317.50 71.00 0.966511
317.50 73.00 0.952760
317.50 75.00 0.934084
317.50 77.00 0.909938
317.50 79.00 0.865799
317.50 81.00 0.815189
317.50 83.00 0.735331
317.50 85.00 0.617615
317.50 87.00 0.461557
317.50 89.00 0.244414
322.50 1.00  1.000000
322.50 3.00  1.000000
322.50 5.00  1.000000
322.50 7.00  1.000000
322.50 9.00  1.000000
322.50 11.00 1.000000
322.50 13.00 1.000000
322.50 15.00 0.999992
322.50 17.00 0.999960
322.50 19.00 0.999935
322.50 21.00 0.999934
322.50 23.00 0.999916
322.50 25.00 0.999830
322.50 27.00 0.999766
322.50 29.00 0.999753
322.50 31.00 0.999676
322.50 33.00 0.999568
322.50 35.00 0.999455
322.50 37.00 0.999335
322.50 39.00 0.999069
322.50 41.00 0.998869
322.50 43.00 0.998717
322.50 45.00 0.998293
322.50 47.00 0.997984
322.50 49.00 0.997566
322.50 51.00 0.997122
322.50 53.00 0.996255
322.50 55.00 0.995514
322.50 57.00 0.994160
322.50 59.00 0.992679
322.50 61.00 0.991529
322.50 63.00 0.988292
322.50 65.00 0.984371
322.50 67.00 0.980696
322.50 69.00 0.973814
322.50 71.00 0.964572
322.50 73.00 0.952618
322.50 75.00 0.934222
322.50 77.00 0.907063
322.50 79.00 0.866729
322.50 81.00 0.812071
322.50 83.00 0.734419
322.50 85.00 0.623444
322.50 87.00 0.459596
322.50 89.00 0.244880
327.50 1.00  1.000000
327.50 3.00  1.000000
327.50 5.00  1.000000
327.50 7.00  1.000000
327.50 9.00  1.000000
327.50 11.00 1.000000
327.50 13.00 0.999968
327.50 15.00 0.999992
327.50 17.00 0.999992
327.50 19.00 0.999976
327.50 21.00 0.999926
327.50 23.00 0.999941
327.50 25.00 0.999855
327.50 27.00 0.999836
327.50 29.00 0.999718
327.50 31.00 0.999650
327.50 33.00 0.999578
327.50 35.00 0.999511
327.50 37.00 0.999383
327.50 39.00 0.999129
327.50 41.00 0.998950
327.50 43.00 0.998707
327.50 45.00 0.998554
327.50 47.00 0.997995
327.50 49.00 0.997717
327.50 51.00 0.997171
327.50 53.00 0.996269
327.50 55.00 0.995115
327.50 57.00 0.994259
327.50 59.00 0.993358
327.50 61.00 0.991216
327.50 63.00 0.988972
327.50 65.00 0.985092
327.50 67.00 0.980454
327.50 69.00 0.973399
327.50 71.00 0.965644
327.50 73.00 0.952635
327.50 75.00 0.932623
327.50 77.00 0.906045
327.50 79.00 0.867920
327.50 81.00 0.810081
327.50 83.00 0.731211
327.50 85.00 0.617187
327.50 87.00 0.459663
327.50 89.00 0.241379
332.50 1.00  1.000000
332.50 3.00  1.000000
332.50 5.00  1.000000
332.50 7.00  1.000000
332.50 9.00  0.999992
332.50 11.00 1.000000
332.50 13.00 0.999968
332.50 15.00 0.999984
332.50 17.00 0.999976
332.50 19.00 0.999943
332.50 21.00 0.999909
332.50 23.00 0.999833
332.50 25.00 0.999821
332.50 27.00 0.999758
332.50 29.00 0.999745
332.50 31.00 0.999623
332.50 33.00 0.999449
332.50 35.00 0.999286
332.50 37.00 0.999219
332.50 39.00 0.999158
332.50 41.00 0.999083
332.50 43.00 0.998885
332.50 45.00 0.998359
332.50 47.00 0.997815
332.50 49.00 0.997729
332.50 51.00 0.997293
332.50 53.00 0.996256
332.50 55.00 0.995396
332.50 57.00 0.994469
332.50 59.00 0.993387
332.50 61.00 0.990656
332.50 63.00 0.989158
332.50 65.00 0.985446
332.50 67.00 0.978801
332.50 69.00 0.974742
332.50 71.00 0.964129
332.50 73.00 0.949462
332.50 75.00 0.933271
332.50 77.00 0.905929
332.50 79.00 0.866418
332.50 81.00 0.812417
332.50 83.00 0.729102
332.50 85.00 0.617406
332.50 87.00 0.459166
332.50 89.00 0.237977
337.50 1.00  1.000000
337.50 3.00  1.000000
337.50 5.00  1.000000
337.50 7.00  1.000000
337.50 9.00  1.000000
337.50 11.00 1.000000
337.50 13.00 0.999992
337.50 15.00 0.999984
337.50 17.00 0.999992
337.50 19.00 0.999943
337.50 21.00 0.999893
337.50 23.00 0.999900
337.50 25.00 0.999847
337.50 27.00 0.999870
337.50 29.00 0.999612
337.50 31.00 0.999587
337.50 33.00 0.999541
337.50 35.00 0.999455
337.50 37.00 0.999296
337.50 39.00 0.999040
337.50 41.00 0.998889
337.50 43.00 0.998696
337.50 45.00 0.998120
337.50 47.00 0.997782
337.50 49.00 0.997660
337.50 51.00 0.997050
337.50 53.00 0.995990
337.50 55.00 0.994918
337.50 57.00 0.994024
337.50 59.00 0.993109
337.50 61.00 0.990517
337.50 63.00 0.987457
337.50 65.00 0.983733
337.50 67.00 0.978950
337.50 69.00 0.971447
337.50 71.00 0.963813
337.50 73.00 0.951346
337.50 75.00 0.931144
337.50 77.00 0.901503
337.50 79.00 0.865640
337.50 81.00 0.809801
337.50 83.00 0.733384
337.50 85.00 0.620522
337.50 87.00 0.456482
337.50 89.00 0.237102
342.50 1.00  1.000000
342.50 3.00  1.000000
342.50 5.00  1.000000
342.50 7.00  1.000000
342.50 9.00  1.000000
342.50 11.00 1.000000
342.50 13.00 0.999984
342.50 15.00 0.999976
342.50 17.00 0.999992
342.50 19.00 0.999959
342.50 21.00 0.999926
342.50 23.00 0.999874
342.50 25.00 0.999932
342.50 27.00 0.999749
342.50 29.00 0.999692
342.50 31.00 0.999587
342.50 33.00 0.999440
342.50 35.00 0.999380
342.50 37.00 0.999239
342.50 39.00 0.999129
342.50 41.00 0.998950
342.50 43.00 0.998675
342.50 45.00 0.998294
342.50 47.00 0.997883
342.50 49.00 0.997368
342.50 51.00 0.996771
342.50 53.00 0.996118
342.50 55.00 0.994866
342.50 57.00 0.994163
342.50 59.00 0.992035
342.50 61.00 0.990394
342.50 63.00 0.987671
342.50 65.00 0.983846
342.50 67.00 0.978195
342.50 69.00 0.972535
342.50 71.00 0.962105
342.50 73.00 0.948285
342.50 75.00 0.932504
342.50 77.00 0.903658
342.50 79.00 0.864207
342.50 81.00 0.809184
342.50 83.00 0.732570
342.50 85.00 0.617766
342.50 87.00 0.457067
342.50 89.00 0.234866
347.50 1.00  1.000000
347.50 3.00  1.000000
347.50 5.00  1.000000
347.50 7.00  0.999992
347.50 9.00  1.000000
347.50 11.00 0.999992
347.50 13.00 0.999976
347.50 15.00 0.999960
347.50 17.00 0.999976
347.50 19.00 0.999951
347.50 21.00 0.999893
347.50 23.00 0.999866
347.50 25.00 0.999864
347.50 27.00 0.999723
347.50 29.00 0.999709
347.50 31.00 0.999605
347.50 33.00 0.999486
347.50 35.00 0.999361
347.50 37.00 0.999152
347.50 39.00 0.998911
347.50 41.00 0.998655
347.50 43.00 0.998245
347.50 45.00 0.998304
347.50 47.00 0.997838
347.50 49.00 0.997309
347.50 51.00 0.996710
347.50 53.00 0.995686
347.50 55.00 0.994918
347.50 57.00 0.993382
347.50 59.00 0.992122
347.50 61.00 0.990099
347.50 63.00 0.987571
347.50 65.00 0.982914
347.50 67.00 0.977882
347.50 69.00 0.970853
347.50 71.00 0.963408
347.50 73.00 0.948379
347.50 75.00 0.927910
347.50 77.00 0.899607
347.50 79.00 0.863044
347.50 81.00 0.809831
347.50 83.00 0.726076
347.50 85.00 0.615648
347.50 87.00 0.454435
347.50 89.00 0.233177
352.50 1.00  1.000000
352.50 3.00  1.000000
352.50 5.00  1.000000
352.50 7.00  1.000000
352.50 9.00  0.999992
352.50 11.00 0.999992
352.50 13.00 0.999976
352.50 15.00 0.999976
352.50 17.00 0.999952
352.50 19.00 0.999935
352.50 21.00 0.999901
352.50 23.00 0.999849
352.50 25.00 0.999762
352.50 27.00 0.999671
352.50 29.00 0.999568
352.50 31.00 0.999560
352.50 33.00 0.999449
352.50 35.00 0.999304
352.50 37.00 0.999017
352.50 39.00 0.998960
352.50 41.00 0.998777
352.50 43.00 0.998329
352.50 45.00 0.997957
352.50 47.00 0.997490
352.50 49.00 0.996947
352.50 51.00 0.996066
352.50 53.00 0.995432
352.50 55.00 0.994984
352.50 57.00 0.993074
352.50 59.00 0.991669
352.50 61.00 0.989605
352.50 63.00 0.986321
352.50 65.00 0.982160
352.50 67.00 0.976026
352.50 69.00 0.969729
352.50 71.00 0.959433
352.50 73.00 0.946068
352.50 75.00 0.926926
352.50 77.00 0.898508
352.50 79.00 0.861319
352.50 81.00 0.806462
352.50 83.00 0.725705
352.50 85.00 0.609667
352.50 87.00 0.447713
352.50 89.00 0.229343
357.50 1.00  1.000000
357.50 3.00  1.000000
357.50 5.00  1.000000
357.50 7.00  1.000000
357.50 9.00  1.000000
357.50 11.00 0.999992
357.50 13.00 0.999992
357.50 15.00 0.999976
357.50 17.00 0.999960
357.50 19.00 0.999935
357.50 21.00 0.999909
357.50 23.00 0.999824
357.50 25.00 0.999821
357.50 27.00 0.999706
357.50 29.00 0.999718
357.50 31.00 0.999506
357.50 33.00 0.999467
357.50 35.00 0.999239
357.50 37.00 0.999113
357.50 39.00 0.998990
357.50 41.00 0.998706
357.50 43.00 0.998507
357.50 45.00 0.997860
357.50 47.00 0.997456
357.50 49.00 0.996866
357.50 51.00 0.996456
357.50 53.00 0.995243
357.50 55.00 0.994282
357.50 57.00 0.993366
357.50 59.00 0.990787
