angle,reflectance
88.16622,0.9303528
88.22355,0.9322054
88.28087,0.9340816
88.33819,0.93598104
88.39551,0.93790376
88.45283,0.9398494
88.51014,0.94181806
88.56746,0.94380915
88.62477,0.9458226
88.68208,0.94785845
88.73939,0.9499159
88.7967,0.95199525
88.854004,0.9540958
88.911316,0.95621735
88.96863,0.9583597
89.025925,0.96052235
89.08323,0.96270525
89.14053,0.96490765
89.19783,0.96712923
89.255135,0.9693699
89.31244,0.9716288
89.369736,0.97390586
89.42703,0.9762004
89.48433,0.9785119
89.541626,0.9808402
89.59893,0.9831845
89.65623,0.9855445
89.71352,0.98791945
89.77081,0.99030876
89.82812,0.9927122
89.88541,0.99512887
89.9427,0.99755836
